"","can_party","general_votes","ttl_disb","state","lamvotes","tvotes","tdisb","disb","votes"
"33","REP",54817,4140.06,"CA",2232.0715810379,-0.765429068370275,-0.643520272636235,8.32846555946796,3004903489
"34","REP",70619,632.75,"CA",2645.19483195924,-0.691569023652988,-0.722310380323897,6.45007539942523,4987043161
"35","REP",70483,548941.25,"CA",2641.7787137487,-0.889008345049068,-0.457890994051114,13.2157467020149,4967853289
"36","REP",93470,26381.26,"CA",3192.07128565757,-0.540713673946132,-0.84120670634968,10.1804091885878,8736640900
"37","REP",64061,5500,"CA",2477.88684550877,-0.726380278711662,-0.687293016623018,8.61250337122056,4103811721
"38","REP",74811,418826.39,"CA",2749.45339972712,-0.82508882809669,-0.565003031629061,12.9452117693648,5596685721
"39","REP",75126,2822073.4,"CA",2757.20873688031,-0.486404966629017,0.873733488220879,14.8529824209787,5643915876
"40","REP",158755,1372432.87,"CA",4552.71233458224,0.764616040028711,0.644486083116472,14.1320955404228,25203150025
"41","REP",167116,8161454.49,"CA",4712.04835088494,0.0666007241358182,0.997779706921615,15.9149329573798,27927757456
"42","REP",144780,2295813.98,"CA",4280.04682179126,0.100879759688523,0.994898625029297,14.6465980139756,20961248400
"43","REP",138755,1679628.36,"CA",4159.83391634914,0.047882712624656,0.998852965071288,14.3340831126222,19252950025
"44","REP",111059,431832.35,"CA",3583.1529842069,-0.52714779123597,-0.849773620557286,12.9757927132005,12334101481
"45","REP",81655,208248.35,"CA",2915.62321207296,-0.702532426443148,-0.71165173350165,12.2464866368284,6667539025
"46","REP",94866,697268.25,"CA",3223.94987236727,-0.861910994290698,-0.507059599969097,13.4549254794032,8999557956
"47","REP",110822,73968.91,"CA",3578.02592133609,-0.374856816821196,-0.927082718468358,11.2114001487697,12281515684
"48","REP",47309,3747.65,"CA",2022.16734411795,-0.792106952486473,-0.610382319388916,8.22888425586016,2238141481
"49","REP",88269,362037.43,"CA",3071.89054014609,-0.725461559102884,-0.688262686961899,12.7995028832528,7791416361
"50","REP",150777,3663387.68,"CA",4398.0722041875,0.0837239346925697,0.99648898777638,15.1138988729065,22733703729
"51","REP",69159,252473.09,"CA",2608.40723589671,-0.786777726543987,-0.617236428780962,12.4390599477607,4782967281
"52","REP",149547,1276116.53,"CA",4373.99307205998,0.717694211800048,0.69635839791641,14.0593320631685,22364305209
"53","REP",52499,3196.12,"CA",2168.34085341175,-0.773887949836212,-0.633322541126008,8.06969285311496,2756145001
"54","REP",182618,1690947.44,"CA",5000.6884057687,0.76265005428613,0.646811328516565,14.3407995451978,33349333924
"55","REP",88109,68687.81,"CA",3068.15689318104,-0.601094252091224,-0.799178140406063,11.1373270243296,7763195881
"56","REP",178701,659108.23,"CA",4928.54556492667,0.838112426166389,-0.545497535379849,13.3986430336872,31934047401
"57","REP",155888,6311313.06,"CA",4497.44223275045,0.0566662540724409,0.998393176884436,15.6578543047869,24301068544
"58","REP",179937,936452.99,"CA",4951.36590785193,0.976630153654496,-0.214926831672539,13.7498546020623,32377323969
"59","REP",54362,76403.12,"CA",2219.63314033931,-0.788434602679221,-0.615118587995892,11.2437788120171,2955227044
"60","REP",139403,1438632.75,"CA",4172.84456244365,0.108562876277704,0.994089584441117,14.1792037413446,19433196409
"61","REP",97968,121239.19,"CA",3294.23757075288,-0.534853613766606,-0.844944738927229,11.705520650186,9597729024
"62","REP",105030,60692.41,"CO",3451.57563234874,-0.438295423169683,-0.89883097522755,11.0135739280431,11031300900
"63","REP",170001,167116.24,"CO",4766.41348041348,0.491313773420208,-0.870982649682298,12.0264448971741,28900340001
"64","REP",204220,2042118.59,"CO",5389.7769311641,0.739858167299383,0.672762879683769,14.5294983514367,41705808400
"65","REP",248230,759701.8,"CO",6142.88024047877,0.983048126682962,-0.183347704171935,13.5406812668448,61618132900
"66","REP",225445,340108.97,"CO",5759.03695630708,0.880851093268508,-0.473393442590489,12.7370213452432,50825448025
"67","REP",191626,3574756.56,"CO",5164.68906204611,0.325063538137033,0.945692178340201,15.0894076366868,36720523876
"68","REP",144066,51319.76,"CO",4265.88828393248,0.107425502281849,-0.994213136837113,10.8458311421793,20755012356
"69","REP",105674,21169.79,"CT",3465.74707439859,-0.417925970317437,-0.908481085842863,9.96033044438203,11166994276
"70","REP",111149,50797.88,"CT",3585.09902399451,-0.363609563941549,-0.931551439809008,10.8356099004123,12354100201
"71","REP",120653,161189.52,"CT",3787.77911620348,-0.265973149246336,-0.963980437498597,11.9903360945343,14557146409
"72","REP",5071,161189.52,"CT",451.757570807023,-0.912789389967929,-0.408430568838788,11.9903360945343,25715041
"73","REP",4901,98931.97,"CT",441.51992960912,-0.902574145291772,-0.430534449551749,11.5021877211889,24019801
"74","REP",124900,98931.97,"CT",3876.63449715269,-0.187655165269178,-0.982234971352475,11.5021877211889,15600010000
"75","REP",172301,221665.5,"DE",4809.53698566424,0.539928200048828,-0.84171107797868,12.3089247677981,29687634601
"76","REP",255107,1113704.51,"FL",6256.41567621092,0.999875898917016,0.0157539444232139,13.9232024129375,65079581449
"77","REP",231163,2047935.63,"FL",5856.52237728059,0.837193646437768,0.546906571878812,14.5323428339835,53436332569
"78","REP",193843,794643.44,"FL",5204.65869146646,0.950889642976908,-0.309530106579713,13.5856487898842,37575108649
"79","REP",287509,833240.76,"FL",6778.3821187616,0.994360892080194,-0.106049122115555,13.6330779069996,82661425081
"80","REP",213519,3928266.85,"FL",5553.04198412897,0.388396140345475,0.921492505756144,15.183708881485,45590363361
"81","REP",171583,1828019.08,"FL",4796.09546106156,0.589300776177113,0.807913730046131,14.4187434685785,29440725889
"82","REP",246483,772848.12,"FL",6113.87365536667,0.983870329014439,-0.178883134154729,13.5578378270227,60753869289
"83","REP",144450,31975.43,"FL",4273.50583038714,0.111082621438249,-0.993811174828703,10.3727230743629,20865802500
"84","REP",107498,50734.93,"FL",3505.73106215239,-0.406997896493072,-0.913429095360015,10.8343699069941,11555820004
"85","REP",258016,1010409.94,"FL",6304.13689774483,0.99923518739536,-0.0391029445305519,13.8258666876581,66572256256
"86","REP",253559,1751756.14,"FL",6230.94805657662,0.9392169431007,0.343324240030581,14.376129351293,64292166481
"87","REP",171149,2230282.46,"FL",4787.96163946085,0.423419758988199,0.905933611087686,14.6176387990923,29291980201
"88","REP",121088,33654.68,"FL",3796.92706351688,-0.229643941325267,-0.973274709530972,10.4239074041542,14662303744
"89","REP",182999,1199262.94,"FL",5007.67822916504,0.98757980314754,0.157118211595813,13.9972177093832,33488634001
"90","REP",230654,918163.59,"FL",5847.87702594134,0.993626048822928,-0.112726550113703,13.7301308563408,53201267716
"91","REP",209348,918536.35,"FL",5480.10699424091,0.989438625186301,-0.144952430091538,13.7305367582489,43826585104
"92","REP",13353,7800,"FL",865.595163707964,-0.873713087001709,-0.486441611708892,8.96187901267768,178302609
"93","REP",201488,2872938.76,"FL",5341.34725605589,0.491863764725581,0.870672175362219,14.8708460220364,40597414144
"94","REP",239225,4836704.32,"FL",5992.62969270759,0.392431576495755,0.919781201030471,15.3917441211378,57228600625
"95","REP",118038,49825.33,"FL",3732.55490638301,-0.274767988227649,-0.961510557739919,10.8162787682402,13932969444
"96","REP",138737,24648.18,"FL",4159.47222364403,0.0266381674984478,-0.999645141053726,10.1124583430736,19247955169
"97","REP",130818,123263.44,"FL",3998.80620604151,-0.0990503854627841,-0.995082419269717,11.7220791326129,17113349124
"98","REP",157921,1529748.66,"FL",4536.66868492315,0.593718194559235,0.804673042576501,14.2406140053643,24939042241
"99","REP",148547,3852722.34,"FL",4354.36834213836,0.0655236799509222,0.997851014613749,15.1642905576843,22066211209
"100","REP",157917,3436514.81,"FL",4536.59166968828,0.138291718702837,0.990391539007788,15.0499683791519,24937778889
"101","REP",210243,987256.84,"GA",5495.7972652231,0.99642256858711,-0.0845107378400277,13.8026855074612,44202119049
"102","REP",94056,44957.38,"GA",3205.47198714771,-0.542296584911601,-0.84018713034253,10.7134702088482,8846531136
"103","REP",207218,1216231.22,"GA",5442.67657667922,0.992912056998551,0.118851365439807,14.0112674714587,42939299524
"104","REP",46768,10106.94,"GA",2006.63315197999,-0.795605967108812,-0.605814447748526,9.22097759557737,2187245824
